238,J22,FALSE,5d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.756,18.95,0.399,,,,,TRUE,0.35,TRUE,3,12,,,1.427,N,81.321,,,N
239,J23,FALSE,5d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.684,18.95,0.399,,,,,TRUE,0.35,TRUE,3,12,,,1.428,N,81.449,,,N
240,J24,FALSE,5d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,19.408,18.95,0.399,,,,,TRUE,0.35,TRUE,3,13,,,1.388,N,80.936,,,N
241,K1,FALSE,5d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,27.56,24.406,31.121,23.642,23.728,0.076,,5.811,0.175,-4.784,TRUE,0.093,TRUE,3,19,,,1.224,N,74.139,,,N
242,K2,FALSE,5d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,27.56,24.406,31.121,23.756,23.728,0.076,,5.811,0.175,-4.784,TRUE,0.093,TRUE,3,19,,,1.219,N,74.011,,,N
243,K3,FALSE,5d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,27.56,24.406,31.121,23.786,23.728,0.076,,5.811,0.175,-4.784,TRUE,0.093,TRUE,3,19,,,1.225,N,74.139,,,N
244,K4,FALSE,5d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,27.829,25.536,30.329,24.341,24.468,0.111,,5.797,0.124,-4.799,TRUE,0.093,TRUE,3,20,,,1.235,N,74.267,,,N
245,K5,FALSE,5d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,27.829,25.536,30.329,24.515,24.468,0.111,,5.797,0.124,-4.799,TRUE,0.093,TRUE,3,20,,,1.228,N,74.139,,,N
246,K6,FALSE,5d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,27.829,25.536,30.329,24.549,24.468,0.111,,5.797,0.124,-4.799,TRUE,0.093,TRUE,3,20,,,1.226,N,74.139,,,N
247,K7,FALSE,7d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,20.71,15.988,26.826,24.153,24.456,0.366,,6.223,0.373,-4.372,TRUE,0.093,TRUE,3,20,,,1.234,N,74.267,,,N
248,K8,FALSE,7d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,20.71,15.988,26.826,24.353,24.456,0.366,,6.223,0.373,-4.372,TRUE,0.093,TRUE,3,20,,,1.227,N,74.139,,,N
249,K9,FALSE,7d Condition A Rep 1,Target1,UNKNOWN,SYBR,None,20.71,15.988,26.826,24.864,24.456,0.366,,6.223,0.373,-4.372,TRUE,0.093,TRUE,3,21,,,1.227,N,74.139,,,N
250,K10,FALSE,7d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,21.112,18.498,24.096,24.346,24.472,0.188,,6.195,0.191,-4.4,TRUE,0.093,TRUE,3,20,,,1.232,N,74.396,,,N
251,K11,FALSE,7d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,21.112,18.498,24.096,24.688,24.472,0.188,,6.195,0.191,-4.4,TRUE,0.093,TRUE,3,21,,,1.214,N,74.267,,,N
252,K12,FALSE,7d Condition A Rep 2,Target1,UNKNOWN,SYBR,None,21.112,18.498,24.096,24.382,24.472,0.188,,6.195,0.191,-4.4,TRUE,0.093,TRUE,3,20,,,1.229,N,74.267,,,N
253,K13,FALSE,7d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,21.646,13.963,33.555,24.283,24.341,0.055,,6.159,0.632,-4.436,TRUE,0.093,TRUE,3,20,,,1.227,N,74.267,,,N
254,K14,FALSE,7d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,21.646,13.963,33.555,24.393,24.341,0.055,,6.159,0.632,-4.436,TRUE,0.093,TRUE,3,20,,,1.224,N,74.267,,,N
255,K15,FALSE,7d Condition B Rep 1,Target1,UNKNOWN,SYBR,None,21.646,13.963,33.555,24.349,24.341,0.055,,6.159,0.632,-4.436,TRUE,0.093,TRUE,3,20,,,1.224,N,74.267,,,N
256,K16,FALSE,7d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,20.987,13.616,32.347,24.267,24.361,0.083,,6.204,0.624,-4.391,TRUE,0.093,TRUE,3,20,,,1.235,N,74.396,,,N
257,K17,FALSE,7d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,20.987,13.616,32.347,24.425,24.361,0.083,,6.204,0.624,-4.391,TRUE,0.093,TRUE,3,20,,,1.225,N,74.139,,,N
258,K18,FALSE,7d Condition B Rep 2,Target1,UNKNOWN,SYBR,None,20.987,13.616,32.347,24.39,24.361,0.083,,6.204,0.624,-4.391,TRUE,0.093,TRUE,3,20,,,1.225,N,74.267,,,N
265,L1,FALSE,5d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,14.508,9.06,23.233,33.365,32.635,0.661,,14.718,0.679,-3.859,TRUE,0.111,TRUE,3,28,,,1.315,Y,69.779,,,N
266,L2,FALSE,5d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,14.508,9.06,23.233,32.078,32.635,0.661,,14.718,0.679,-3.859,TRUE,0.111,TRUE,3,27,,,1.351,Y,69.907,,,N
267,L3,FALSE,5d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,14.508,9.06,23.233,32.463,32.635,0.661,,14.718,0.679,-3.859,TRUE,0.111,TRUE,3,27,,,1.338,Y,69.907,,,N
268,L4,FALSE,5d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,15.952,11.781,21.599,33.221,33.252,0.434,,14.581,0.437,-3.996,TRUE,0.111,TRUE,3,28,,,1.327,N,70.035,,,N
269,L5,FALSE,5d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,15.952,11.781,21.599,33.701,33.252,0.434,,14.581,0.437,-3.996,TRUE,0.111,TRUE,3,29,,,1.302,N,69.907,,,N
270,L6,FALSE,5d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,15.952,11.781,21.599,32.835,33.252,0.434,,14.581,0.437,-3.996,TRUE,0.111,TRUE,3,28,,,1.332,N,70.035,,,N
271,L7,FALSE,7d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,63.477,55.217,72.973,30.679,30.822,0.188,,12.589,0.201,-5.988,TRUE,0.111,TRUE,3,26,,,1.364,N,70.035,,,N
272,L8,FALSE,7d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,63.477,55.217,72.973,31.035,30.822,0.188,,12.589,0.201,-5.988,TRUE,0.111,TRUE,3,26,,,1.346,N,70.035,,,N
273,L9,FALSE,7d Condition A Rep 1,Target2,UNKNOWN,SYBR,None,63.477,55.217,72.973,30.751,30.822,0.188,,12.589,0.201,-5.988,TRUE,0.111,TRUE,3,26,,,1.353,N,70.035,,,N
274,L10,FALSE,7d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,70.161,66.429,74.103,30.713,30.721,0.072,,12.444,0.079,-6.133,TRUE,0.111,TRUE,3,26,,,1.35,N,70.035,,,N
275,L11,FALSE,7d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,70.161,66.429,74.103,30.653,30.721,0.072,,12.444,0.079,-6.133,TRUE,0.111,TRUE,3,26,,,1.356,N,70.035,,,N
276,L12,FALSE,7d Condition A Rep 2,Target2,UNKNOWN,SYBR,None,70.161,66.429,74.103,30.796,30.721,0.072,,12.444,0.079,-6.133,TRUE,0.111,TRUE,3,26,,,1.352,N,70.035,,,N
277,L13,FALSE,7d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,16.428,9.324,28.942,33.317,32.721,0.52,,14.539,0.817,-4.038,TRUE,0.111,TRUE,3,28,,,1.309,Y,69.907,,,N
278,L14,FALSE,7d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,16.428,9.324,28.942,32.483,32.721,0.52,,14.539,0.817,-4.038,TRUE,0.111,TRUE,3,27,,,1.327,Y,70.035,,,N
279,L15,FALSE,7d Condition B Rep 1,Target2,UNKNOWN,SYBR,None,16.428,9.324,28.942,32.362,32.721,0.52,,14.539,0.817,-4.038,TRUE,0.111,TRUE,3,27,,,1.332,Y,70.035,,,N
280,L16,FALSE,7d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,23.433,14.998,36.613,32.355,32.183,0.178,,14.026,0.644,-4.55,TRUE,0.111,TRUE,3,27,,,1.339,N,70.035,,,N
281,L17,FALSE,7d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,23.433,14.998,36.613,32.195,32.183,0.178,,14.026,0.644,-4.55,TRUE,0.111,TRUE,3,27,,,1.341,N,70.035,,,N
282,L18,FALSE,7d Condition B Rep 2,Target2,UNKNOWN,SYBR,None,23.433,14.998,36.613,31.999,32.183,0.178,,14.026,0.644,-4.55,TRUE,0.111,TRUE,3,27,,,1.347,N,70.035,,,N
289,M1,FALSE,5d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,4.921,3.22,7.521,27.908,27.98,0.591,,10.063,0.612,-2.299,TRUE,0.249,TRUE,3,22,,,1.4,Y,79.269,,,N
290,M2,FALSE,5d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,4.921,3.22,7.521,28.604,27.98,0.591,,10.063,0.612,-2.299,TRUE,0.249,TRUE,3,23,,,1.383,Y,78.756,,,N
291,M3,FALSE,5d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,4.921,3.22,7.521,27.428,27.98,0.591,,10.063,0.612,-2.299,TRUE,0.249,TRUE,3,22,,,1.426,Y,80.038,,,N
292,M4,FALSE,5d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,5.325,5.08,5.582,28.639,28.62,0.04,,9.949,0.068,-2.413,TRUE,0.249,TRUE,3,23,,,1.415,N,79.525,,,N
293,M5,FALSE,5d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,5.325,5.08,5.582,28.648,28.62,0.04,,9.949,0.068,-2.413,TRUE,0.249,TRUE,3,23,,,1.412,N,79.525,,,N
294,M6,FALSE,5d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,5.325,5.08,5.582,28.574,28.62,0.04,,9.949,0.068,-2.413,TRUE,0.249,TRUE,3,23,,,1.414,N,79.525,,,N
295,M7,FALSE,7d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,17.527,16.628,18.473,26.473,26.464,0.027,,8.231,0.076,-4.131,TRUE,0.249,TRUE,3,21,,,1.417,N,79.525,,,N
296,M8,FALSE,7d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,17.527,16.628,18.473,26.485,26.464,0.027,,8.231,0.076,-4.131,TRUE,0.249,TRUE,3,21,,,1.409,N,79.525,,,N
297,M9,FALSE,7d Condition A Rep 1,Target3,UNKNOWN,SYBR,None,17.527,16.628,18.473,26.434,26.464,0.027,,8.231,0.076,-4.131,TRUE,0.249,TRUE,3,21,,,1.414,N,79.525,,,N
298,M10,FALSE,7d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,17.798,16.949,18.69,26.534,26.485,0.063,,8.208,0.071,-4.154,TRUE,0.249,TRUE,3,21,,,1.413,N,79.525,,,N
299,M11,FALSE,7d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,17.798,16.949,18.69,26.414,26.485,0.063,,8.208,0.071,-4.154,TRUE,0.249,TRUE,3,21,,,1.417,N,79.525,,,N
300,M12,FALSE,7d Condition A Rep 2,Target3,UNKNOWN,SYBR,None,17.798,16.949,18.69,26.507,26.485,0.063,,8.208,0.071,-4.154,TRUE,0.249,TRUE,3,21,,,1.412,N,79.525,,,N
301,M13,FALSE,7d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,9.506,5.825,15.512,27.318,27.295,0.32,,9.113,0.706,-3.249,TRUE,0.249,TRUE,3,22,,,1.405,N,79.397,,,N
302,M14,FALSE,7d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,9.506,5.825,15.512,27.603,27.295,0.32,,9.113,0.706,-3.249,TRUE,0.249,TRUE,3,22,,,1.397,N,79.141,,,N
303,M15,FALSE,7d Condition B Rep 1,Target3,UNKNOWN,SYBR,None,9.506,5.825,15.512,26.965,27.295,0.32,,9.113,0.706,-3.249,TRUE,0.249,TRUE,3,21,,,1.426,N,79.91,,,N
304,M16,FALSE,7d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,13.463,8.705,20.822,26.657,26.768,0.115,,8.611,0.629,-3.751,TRUE,0.249,TRUE,3,21,,,1.41,N,79.525,,,N
305,M17,FALSE,7d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,13.463,8.705,20.822,26.886,26.768,0.115,,8.611,0.629,-3.751,TRUE,0.249,TRUE,3,21,,,1.39,N,79.397,,,N
306,M18,FALSE,7d Condition B Rep 2,Target3,UNKNOWN,SYBR,None,13.463,8.705,20.822,26.76,26.768,0.115,,8.611,0.629,-3.751,TRUE,0.249,TRUE,3,21,,,1.407,N,79.525,,,N
313,N1,FALSE,5d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,4.309,3.808,4.876,25.789,25.763,0.083,,7.846,0.178,-2.107,TRUE,0.15,TRUE,3,21,,,1.407,N,74.011,,,N
314,N2,FALSE,5d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,4.309,3.808,4.876,25.829,25.763,0.083,,7.846,0.178,-2.107,TRUE,0.15,TRUE,3,21,,,1.404,N,74.011,,,N
315,N3,FALSE,5d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,4.309,3.808,4.876,25.67,25.763,0.083,,7.846,0.178,-2.107,TRUE,0.15,TRUE,3,21,,,1.405,N,74.139,,,N
316,N4,FALSE,5d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,3.234,3.058,3.419,26.888,26.931,0.059,,8.26,0.08,-1.693,TRUE,0.15,TRUE,3,22,,,1.404,N,74.139,,,N
317,N5,FALSE,5d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,3.234,3.058,3.419,26.906,26.931,0.059,,8.26,0.08,-1.693,TRUE,0.15,TRUE,3,22,,,1.405,N,74.139,,,N
318,N6,FALSE,5d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,3.234,3.058,3.419,26.998,26.931,0.059,,8.26,0.08,-1.693,TRUE,0.15,TRUE,3,22,,,1.363,N,74.011,,,N
319,N7,FALSE,7d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,10.81,10.26,11.39,24.777,24.752,0.025,,6.518,0.075,-3.434,TRUE,0.15,TRUE,3,20,,,1.406,N,74.139,,,N
320,N8,FALSE,7d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,10.81,10.26,11.39,24.753,24.752,0.025,,6.518,0.075,-3.434,TRUE,0.15,TRUE,3,20,,,1.407,N,74.267,,,N
321,N9,FALSE,7d Condition A Rep 1,Target4,UNKNOWN,SYBR,None,10.81,10.26,11.39,24.726,24.752,0.025,,6.518,0.075,-3.434,TRUE,0.15,TRUE,3,20,,,1.402,N,74.267,,,N
322,N10,FALSE,7d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,11.512,8.106,16.349,24.645,24.704,0.505,,6.428,0.506,-3.525,TRUE,0.15,TRUE,3,20,,,1.406,Y,74.267,,,N
323,N11,FALSE,7d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,11.512,8.106,16.349,25.237,24.704,0.505,,6.428,0.506,-3.525,TRUE,0.15,TRUE,3,20,,,1.389,Y,73.754,,,N
324,N12,FALSE,7d Condition A Rep 2,Target4,UNKNOWN,SYBR,None,11.512,8.106,16.349,24.232,24.704,0.505,,6.428,0.506,-3.525,TRUE,0.15,TRUE,3,19,,,1.417,Y,74.524,,,N
325,N13,FALSE,7d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,6.856,3.883,12.106,25.268,25.357,0.525,,7.176,0.82,-2.777,TRUE,0.15,TRUE,3,20,,,1.405,Y,74.267,,,N
326,N14,FALSE,7d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,6.856,3.883,12.106,25.922,25.357,0.525,,7.176,0.82,-2.777,TRUE,0.15,TRUE,3,21,,,1.39,Y,73.754,,,N
327,N15,FALSE,7d Condition B Rep 1,Target4,UNKNOWN,SYBR,None,6.856,3.883,12.106,24.883,25.357,0.525,,7.176,0.82,-2.777,TRUE,0.15,TRUE,3,20,,,1.418,Y,74.652,,,N
328,N16,FALSE,7d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,10.546,6.866,16.198,24.74,24.711,0.026,,6.554,0.619,-3.399,TRUE,0.15,TRUE,3,20,,,1.405,N,74.267,,,N
329,N17,FALSE,7d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,10.546,6.866,16.198,24.691,24.711,0.026,,6.554,0.619,-3.399,TRUE,0.15,TRUE,3,20,,,1.402,N,74.267,,,N
330,N18,FALSE,7d Condition B Rep 2,Target4,UNKNOWN,SYBR,None,10.546,6.866,16.198,24.702,24.711,0.026,,6.554,0.619,-3.399,TRUE,0.15,TRUE,3,20,,,1.401,N,74.139,,,N
337,O1,FALSE,5d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.082,17.917,0.158,,,,,TRUE,0.35,TRUE,3,12,,,1.422,N,81.064,,,N
338,O2,FALSE,5d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,17.767,17.917,0.158,,,,,TRUE,0.35,TRUE,3,12,,,1.44,N,81.577,,,N
339,O3,FALSE,5d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,17.903,17.917,0.158,,,,,TRUE,0.35,TRUE,3,12,,,1.434,N,81.321,,,N
340,O4,FALSE,5d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.608,18.671,0.055,,,,,TRUE,0.35,TRUE,3,12,,,1.446,N,81.449,,,N
341,O5,FALSE,5d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.705,18.671,0.055,,,,,TRUE,0.35,TRUE,3,12,,,1.44,N,81.449,,,N
342,O6,FALSE,5d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.701,18.671,0.055,,,,,TRUE,0.35,TRUE,3,12,,,1.436,N,81.449,,,N
343,O7,FALSE,7d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.167,18.233,0.071,,,,,TRUE,0.35,TRUE,3,12,,,1.432,N,81.449,,,N
344,O8,FALSE,7d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.225,18.233,0.071,,,,,TRUE,0.35,TRUE,3,12,,,1.427,N,81.449,,,N
345,O9,FALSE,7d Condition A Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.308,18.233,0.071,,,,,TRUE,0.35,TRUE,3,12,,,1.442,N,81.449,,,N
346,O10,FALSE,7d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.297,18.277,0.032,,,,,TRUE,0.35,TRUE,3,12,,,1.44,N,81.577,,,N
347,O11,FALSE,7d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.239,18.277,0.032,,,,,TRUE,0.35,TRUE,3,12,,,1.444,N,81.577,,,N
348,O12,FALSE,7d Condition A Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.293,18.277,0.032,,,,,TRUE,0.35,TRUE,3,12,,,1.441,N,81.577,,,N
349,O13,FALSE,7d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.126,18.182,0.63,,,,,TRUE,0.35,TRUE,3,12,,,1.427,Y,81.449,,,N
350,O14,FALSE,7d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,18.838,18.182,0.63,,,,,TRUE,0.35,TRUE,3,12,,,1.408,Y,80.936,,,N
351,O15,FALSE,7d Condition B Rep 1,Housekeeper,UNKNOWN,SYBR,None,,,,17.582,18.182,0.63,,,,,TRUE,0.35,TRUE,3,11,,,1.458,Y,82.09,,,N
352,O16,FALSE,7d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.822,18.157,0.619,,,,,TRUE,0.35,TRUE,3,12,,,1.412,Y,80.936,,,N
353,O17,FALSE,7d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,17.599,18.157,0.619,,,,,TRUE,0.35,TRUE,3,11,,,1.456,Y,81.962,,,N
354,O18,FALSE,7d Condition B Rep 2,Housekeeper,UNKNOWN,SYBR,None,,,,18.048,18.157,0.619,,,,,TRUE,0.35,TRUE,3,12,,,1.432,Y,81.449,,,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis Type,Singleplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endogenous Control,Housekeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQ Min/Max Standard Deviations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Sample,D0 Untreated Rep 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
